order_id,products
2484677,28427
2795416,24852 11310 48094
775184,38159 33827 28199 25146 23102 43967 41290 49235
1135054,8580 21903 21137 24852 30776 5479 14575
76164,21011 24235 7992 24024 15202
1117307,3090 2078 44632
3063906,44042 43283 925 18610 196 32478
3031719,21903 8048
1472200,43295 11182 28851 43961 16840 45007 2643 26209 14947 12395
2008951,3243 31717 3583
2919426,49683 19348 24852 30489 16797 11712 25936 25824 24810 365
3255434,17795 24964 40852 14870 5550 37687 37067 45007 8174
997935,40706 24838 24852 47766 30391 15290 40268 4945 47717 43768
318077,4149
3202684,33303 45603 19660 15073 36097 22825 23909 13176 22963 17902
628695,7622
3379177,44568 8743 36393 32834 29309 5259 46282 32019 42352 11679 15820 30696
1163459,11824 4149 48453
355916,21009 27156 31766 28699 8277 35951 5764 21174 43740 5876 11520 42768 24852 31533 35140 42824 17224 38249 24964 21903 33195 49075 1463 9178 27104 33258 42987 19448
2896974,31278 32303 4674 33357 47185 7781 15483 659 19604 14493 33454 2234 10429 17596 17600 17616 27360 17122 34027 16115 16650 24852 18721 21301 12620 41805 9038 38739 7509 46946 4451 29689 20361 37776 19863 16797 33184 29095 41385 47537 37842 28634 42460 2026 26604 5112 31231
2832358,21903 24852 22035 28745 26209 32864
2361906,40545 9558
618823,26882 3844 37766 30489 38689 28593 30391 29387 34126 26842 18272 40310 33407
289728,21053 42828 35948 31215
1659320,137 47626 3594 46735 24852 30356 7200 9120 8620 23341 28204 38063 25008 28733 196 36691 46039 2530
162404,43394 24852 1723 32347
3338763,27904 11408 38185 8620 23341 39735 46673 13790 226 12899 33129 42736 49139 14197 22395
2955577,18610 8012 1364 13176
1281191,9808 46293
1201464,29373 4289
24752,22276 49683 1940 47780 28204 44098 9808 30420 44116 8022 7781 48487 47209 13176
1812094,12341 37687 19660 20940
2585421,24852 34234 27325
337043,11777 40986 28715 49247 13409 47209 40078 28399 15613 19711 24838 40198 24852 38689 5484 32665 10199 4576 31215
1245949,11140 39180 37524 40229 19508 27323 26553 46654 36554 6489 48857 2938
2425554,37250 9474 47139 16349
1466883,10586 21469 18606 9637
3399379,47626 21386
3145294,6473 31846 42625
2258097,40198 47626 44570 22481 42450 22882 33129 18805
465195,8580 24852 5938 47931 31231
2398565,13560 16642 30353 1940 21150 44961 37158 25659 41787 17600 8929 1511 22255 8956
1043700,24852 10275
1627209,11777 2838 8475 47144 23341 22959 5450 26604 38768 9076 10613 15100
1012505,24964 35461 21903 21137 22035 33043 33303 26521 1443 48679 28597 29370 35914 45007 29009 13779 5077 31577 15707 28122 27104 9839 16759 13176 45946
1917166,47626 48679 3631 16521 5769 47766 27845 27344 40706 24852 16185 5456 4945 33124 39275 31086 3962 21903 16797 5550 47546 39877 41950 48103
223116,39561 22035 24852 19731 42265 27966 27845 47209
1500506,41220 48679
2964490,432 36036
1269293,47626 47766 48679 4921 34126 30169
2983916,46979 47626 43789 27104 13176
3188283,21376 24852 28196 28204 33198 39351 4920 11203 21573 43352 26209 24186
1946297,11266 10258
1575346,21903 21137 30233 47388 30391 8518 41950 47209 5876 46069
2681254,18610 7925 2295 17716 6530 6550 15290 36796 27581 19922
1506431,27845 24852 49610
2645899,16768 20119 5785 12721 44632
2995163,5769 38159 21903 21137 7862 46906 5438 8518 44632
2352479,24838 21903 24852 39928 40174 13176
1974154,13176
60225,39332 8012 30353 44632 26620
2511854,23044 45504 26317 27086 42736
3378688,46979 24964 1158 45578 21903 23579 38689 1360 24024 31343 21616
3304057,17976 12427 26348 37710 36472 22362
2860809,40706 23427 34824 42265 39475 1347 27086 49235 24276 39275 9839 5876 13176
2158948,24852 5794 432 10749 40298 40174
26951,32655 24852 47766 17577 30640 26209 39408 4605
1039181,21903 11865
1788046,29865 2604
1266611,22935 46654
2484077,11520 22935 27845 26209 47209 5876
315230,34 18465 12932 21137 15902
2582735,24838 21903 37022 39928 45007 35939 13176
740507,42380 37646 23060 14491 17948 24489 36781 34358 41273 13249 33352 25931 34134 43875 48109 5491 10749
2716899,47626 28199 21137 47766 30391 37065 34044 8518 8053 46979 24964 21903 19348
288342,13259 30827 37070 43352 31805
966100,47209 21137 13176
988034,35970 37646 49683 24852 28985 3917 8153 26209
969713,37646 24852 47144 48205
386360,12341 30827 8953
3024436,45957 33303 28204 35003 42557
2526122,25986 38444 13944
3222817,33065
95070,37646 21903 5785 36389 24125 27966 13176
3270367,47000 4639 2719 6236 9597
2629255,15008 26028 35887 26165 37687 41149 23236 19660 38991
1369707,48183
3330676,47766
2935270,8193 34584 7963 17948 24489 2228 26165 25931 33764 36837 5479 16363 40063
432168,13575 38928 32403 42265 16797 40120 196 16974 43352 35951 11759 30450 13176
2521500,47144 5250 25230 31915 27845 27966 10749 13176 22963 48600
1003334,19660
1291807,43662 7955
1333738,26914 35561 16797
2677713,32740
2668595,6184 12341 21573 39275 8571 12542
2755100,27307
2706515,196 10326 13176
3030671,23985 6848 8048 34551
288445,45066 25527 35914
3205886,10248 30233 44075 21137 24830 30489 44359 10070 20842 5994 22935 45535 27104
2963059,27845 24852 44359 17794 43394 21903
2430826,18465
1992390,41220 47626 21137 48679 42585 1640 13176
248552,35336 47626 20082 38544 21267 24852 46886 4945 37718 36189 17758 15200 42342 39275 17789 46979 21903 5550
2913516,38768 7862 33147 12732
2777337,21616 14711
1960302,18465 18370 39877 5161 35887 47990 30391 44632 25020
3039545,5710 9411 23285 877 13712 24053
2928984,20113 11937 24852 45866 21903 20384 49628
1126130,16900 22021 47626 49191 34355 46131 19511 20039 32842 2639 44632 26209 43631 21641 40590 2717 27294 49319 5296 12481 8390 36551 21709 17616 6889 27405 17191 16696 13641 33122 49520 33664 7570 35221 19348 40862 17341 18418
2172147,20995 42244 3849 21903 47766 39984 19894 38456 19660 26209 39275 38383 10749
1286761,21137 43154 9618 38293 47900 36127 49318 28842 4658 43445 46650 5077 1112 41950 16478 47209 23543
196353,47626 21903 21137 17429 12576 49075 4799 6341 5077 26209 47209 13176 26620
1610936,20119 25890 35887 42803 19660
3278220,40723 39877 46676 8277 13176
59885,47766 8424 24852 9137
2341885,48835 34276 15399 40146 13819
3406075,24852 47766 34584 18727 30639 32303 49 2361 13249 1360 11090 42585 5212 39275
2654481,8834 35084 5134 21137 32018 5785 42803 2748 27966 5212 39275 13176 38141
1145852,34160 24852 13176
3103976,10892 43565 6448 48071 41290 2524
388729,31981 11520 45374 5959
56628,44632 20574 14947 21137 47766 16083 24852 27966 36695
3142257,21293 43154 9623 17631
1154200,10957 16339 4478 33791
2583852,47877 24852 22569 10957 47842
1812530,8192 17419 26131 25146 24125 22594 12872 49235 13409 31350 1695 4799 17672 37646 44359 5450 42828 4957 30561 13176 24964 43406 21903 43961 45007 41950 27104
1190414,37646 17316 329
191765,24852 35221 22935 27156 47144 11068 44622 35951 9839
2687384,40199 8859
11888,8736 28132 6328
1491551,1700 9755
457948,14852 10761 47629 2078 48679 17461 93 7781 19057 43122 23165 21137 47766 18072 24739 30391 17600 27845 17630 33000 26369 24841 32018 22825 27966 13176 26497 27531 45495 27104 10749
1966599,27392 34949 21775 9363 1048 46906 31557 48720 31717 25340
1319193,38164 29334 22935 28204 33198 25146 44987 42564 45007 19678 27104 40174 36847 40063
2727538,28199 47209 35951 20082 39561 42127 28842 17630 24841 29487 42803 4920 28985 27966 31553 21872 13176 6532 32139 21903 21405 16797 41950 31717 26604 4605
1057041,22935 5785 42265 18465 22825 14778 46906 27966 5451 9808 5212 41950 17123 25832 47209 6508 33135 21616 5876 13176 9213
3105832,27521 17419 25890 36011 311 48848 35946
2555059,44042 13966 8481 14163 46439
2911682,28204 28745 38558 15014 36011 25837 11520 29447 22298 10017 13176 24964 16797 43961 18362 26604 38383
1929348,34573 30233 12959 18987 16826 5460 19805
3102003,49030 264 43279 22161 25495 13230 20919 26552 4798 959 9411 43209 8397 27360 12015 9840
2941311,20084 40571 28834 6948 13609 3913 42828 3957 46969
437,30233 45106 47209 5769 26790 22825 27966 365 13176 10132 16797 1463 4589
2657295,196 30591
3240701,24852 31893 38689 8277 8174
619347,43352 6184 940 6359 4920
612482,49191 31964 7781 13176
1380117,40332 24852 1181 877 4210
877953,24964 18465 39984 25138 40377 15459 31717 47209
3233289,22754 4817 4210
2031360,8710 12315 45603 47652 33352 33873 32864 40604 24852 38693 46906 13629 40279 20319 39275 1409 21903 41960 9203
217542,6184 22610
2971290,47766 24838 34126 30169
1816736,27028 934 28476 4305 12897
2755407,20341 21948
3302902,2078 27554
2677908,8204 13874 11352 25211 651 38546 35584 40706 24838 35084 26384 24852 43295 26914 15720 38777 1994 16349 16363 39928
3258187,47626 26209 35504 5450 21903 11712 39877
3108930,17429 24852 36002
366094,22035 35221 49235 44632 13176
949148,24838 48559 18224 1463 18027 13176
1327060,47766 16797 17600 21616
1479061,47626 28204 8277 20580 47209 25199 1158 21137 34969 34993 30391 41658 27323 42736 40198 21267 24852 41238 46886 14651 34126 13176 46979 21903 24489 45007 31717 24561 23543 39928
141174,5764 24964 28836 2344 47788 31720
3237366,13829 13733 28842 42585 47209 24184
1311969,24852 45081 16797 20842 39275
2002320,11777 42244 24852 25879 13870 46906 43961 11068 34497 17600 27845 5450 5322 13517 18523
2635216,44683 28329 9387 34358 37687 33352 12872 27086
607002,21137 6300 9799
1048463,6347 13176 1409 26032
2601111,30776 10851 21240 24852 36170 24413 23909 13176 24041 39408
3185095,21174 13176 26047
1269952,26209
1744993,38928 6184 10310 13176
1058760,17794 47626 26209 19048
2104532,47209 41330 8277 6046
996912,23909
1425041,24852 5450 42495
2024434,46979 20113 45603 25518
1884328,5120 34904 9339 21137 26790 27845 39121 24830 34050 25362 24852 22298 27966 13646 38775 14711 46969 32734
2359788,26315 29447 24852 34126 23375 35163 3952 32655
3056212,14947
329218,22017 19843 47366 43409 24852 33301 19348 22809 24092 28199 47144 15655 28204 34862 23085 1464 24253 21186 43263 5322 36307 5077 48746 1649 4210 41844
2740320,18300 19660 42637 19057 34197 45948
2798419,21903 19348 43295 4546 21070 47055 6748 48110 28535
420833,8193 17027 5115 39661 24852 25890 33572 28535 21903
2113298,29694
1476988,17122 6184 38928 30450 42803 116 33783 7131 30591
592285,13944
2230781,35470
2183846,11197 41950 26209
298425,45064 47683
2516295,24799 27966 20809
127620,11266 196 45051 45128 8843 26348 36472 46061 38928 49235 13176 7131 16732
3001591,30592 43394 47492 141 46990 30353 30391 3896 47209 10749
2261620,2022 42736 44799
2016440,21903 29077 1463 34358 33731 6873 27744
167635,48667 19511 6286 48304 47815 21757 34047 42240 40199 28427 30597 27020 41400 39921 35315
2904240,47626 5652 2966
1239209,40706 49667 47629 31528 34217 45613 46654 19145 40530 18523 4957 23417 4605
3141592,21267 920 12980 23909 3957
248634,47626 46620 16797 27104
3210813,24852 34969 8021 19161 26209 20323 7781 47209 6774 44278
2890470,11520 34050 15973 20632
551376,29698 3856 24852 4210
2884308,10326 37980 30558 33768 13176 23423
2884920,21376 5760 49683 40469 42265 36772 28204 15923 14903 2745 44112 32857 14947 25197 40174 43889 24561 12413 17149
635707,10132 30252 13263 47209 18926 47087 8309 13176
1770990,24964 27531 44303 29594 11422 33572 13609 31915 35887 1468 329 34249 22220 45007 8021 36695 39275 8174 13176 12667
1450219,27521 47626 24852 40992 30391 26209 49517 38383 34428
2240086,20995 14084 24964 42768 27156 7704 21019 16409 24221 13598 10530 46902 30391 310 8518 25931 10960 47209 35951 19057 22260 13176 31612 10749
225952,35921 31343 39024 17027 26790 28849 27845 9595 2447 16797 5550 13249 18370 27596 12756 39408
1642898,21903 47144 27966 27845 36550 45007
2515046,23815
1203113,18288
2103352,23594 48205 49235 22624 26209 36459 12914 44170 39061 28427 5918 27966 4947 41354 10132 35221 33198 5077 28634 38881
2943864,39108 6184 21288 46061 32478 31759 8571
2670235,32864 7781 39558 27845 36082 40706 38689 15649 13176 45007 6104 41950 39928
721413,24157 34448 34969 5785 41665 28915 8518 3957 9623 28593 24535
259653,47877 158 17341 8138 44246 43739 31871 7285 44799
2899542,20995 21616 13176 39928
1812604,45073 24852 47766 40992 31915 5450 25804 21616
2951735,47231
2696121,31808 14862 34586 38172
1471077,42244 21137 5575 21709 44632 18677
1135050,48642 47209 25424 30290 28476
3290354,21137 24852 12193 17316 24235 41290 40174
602954,22548 9772 16521 24889 5484 7090 27086 31717
1515087,8744 28218 47223 28842 34550 36808
1655188,47766 24852
817982,43014 21903 18465 27966 27845 8012 17630 31717 30949 10995 13176 7673
385524,15902 1063 37046 20287
2468129,39180 45066 21903 21137 24852 40898 47209 14335
928025,8592 24852 47766 1559 12204 47788 3535 8412
1653101,24583 12846 18027 5876 48925 6948 38750 42399 26032 25533 31188
1333957,14469 24852 5782 29104 38456 48192 2120 39408
2449276,32689 12341 30827 39275 33147 28413
2995971,8339 16797 27817 432 30909
1105256,5258 21386
486584,36360 28427 6286 4879 19734 6187 5422 25272 44987 2390 40028 24799 22624 22882 23909 33129 1006 39408 13176 46842
2232904,21386 5785
2686250,26131 14870 17949 28204 44632 14947 35989 21709 24852 6933 47912 28465 40777 16262 35221 46516 1463 27086
1143825,30898 8518 13176
3378101,16970 43662 2753 24799 5496 21985
3328410,13166 27511
3134024,30908 16974 3798
978277,45066 16920 48681 554 32303 31299 15945 19057 9901 41665 25300 10528 13606 20785 41273 34117 40287 13176 1940 35221 45468 6046 11203 43973 42450 8174 20463 39408
1035140,4642 45447 2732 42508 18095 35958 32285
2181606,28204 12889 26079 31847 47209 39408
3210685,44683 13176
689655,196 46149 10441 4938
1963248,45478 39464 37552 4798 27985 5207 36956 34024 47209
1878406,26128 10132 18465 27845 37067 6104 48857 41950 47209 39275 13176
3050390,28928 46979 47626 21137 24852 47766 38039 2295 38557 48287 14010 23375 8277 1511 22888 43122 28535 7806
1849876,18465 41149
3245556,258 260 36742 21903 45200 40858 1181 2846 19894 45886 16192 19660 24184 9839 23288 7934
1654207,21903 28985 26209
2175758,24841 43659 24852 28058 13225 36651 28204 24499 38456 17600 41793 8138 41165 20574 37866 38890 17652 40571 40063
1967415,38944 47209 35951 21616 47734 31869 37182 21903 22935 38837 43967 18370 3579
1274271,2535 25169 28373 2966 44375
3282378,24852 20463
2210991,30233 2091 39475 47672 25659 14947 15981 24184 20632 41149 46820 18670 24852 28985 5450 47492 38809 21403 47526 26620
1855603,260 24852 5038 24135
330010,37250 22666 20126 8013 2667
2640588,30391 24838 8518 13176 27531
1216907,12935 21137 30489 43961 33342 16089 1244 15981 35951 43122 7673 15613
2192541,43789 10807 34126 43352 33754 28278
1322253,13176 35561 40120 21903
552419,17070 42562 28232 31305
2818145,39040 12935 23304 28051 12341 21174 27845 36554 27344 49235 43504 32757
750109,13575 16283 6184 32971 39275 18296 48762
2793446,21376 26369 24964 2825 21903 21137 23953 32403 47766 30489 19741 34217 14633 27951 32689 30391 18362 18370 32579 8518 15950 21077 47209 39275 13176 10749
1655386,33198 21170 44500 47977 29034
3419502,21903 24852 34969 25890 21543 36144 13635 20548 5450 4942 29926 39527 36469 24184 5115
1410244,11520 45066 21903 48679 46279 1234 13176 4472
448609,21903 17461 45007 13176
2383432,7217 14197 48186
508043,47626 21903 21137 24852 37646 42265 22825 36011 4920 3661 45007 38739 38996 7413
1280678,11777 40174
2545503,32293 25146 31343 21616 4269 23233 25837 24852 23339 31557 16797 10199 25072
1831300,38400 42244 45066 47766 39475 12980 37687 30391 44359 17872 13176
2507187,16398 4142 44632 4217 21137 27336 30450 13176 32655 35221 432 45007
652852,16757 8859
3182566,10441 45004 37710 49235
2844282,24852 16797 11182
656085,7781 36011 37067 5876 23815 27966 5479 32655 1935 21903 22935 1463 45007 27113 44533
751080,19348 15290 5077
2853876,24852
2262090,6274 6046 49227 11215 27356
853417,21903 24852 48171 28849
2084946,17794 21137 24852 30233 16797 28204 26940 41950 27750 47209 5876
1982678,21137 27966 6218 31717 13176
1479086,40706 43662 24852 22825 43692 17862 5450 45007 23909 24826
3041648,11266 6087 33768 32403
842035,44948 21137 47766 28985 45763 12496 39275 26604
2252706,17668 21903 16797 45104 36082 30450 46325
2431774,47626 22035 32360 31343 34969 19678 33000 11499 39160 24830 11520 39180 24852 27925 26915 28985 28476 11068 22888 1907 17794 37766 32139 29594 16797 21417 21955 39877 12745 27086 2014 32734
2764297,47672 47209 19057 21137 22793 42265 49510 42342 13166 11130 32655 5077
276291,27945 5068
3241758,30489 2078 47144 29993 24518 8277 44008 13176
1683286,8193 12817 19488 39475 35921 25740 38049 9387 7901 40174 36086 24852 16185 14147 25952 40299 40310 40332 43409 16797 40376 9694 5097 35824
2741990,25495
1837392,27966
35840,33768 37687 17207 42265
1706749,18465 8277 13176
1101068,5514 4920 33000
1919222,27044 40939
1300814,42265 45104 3957
3241297,15680 196 5258 48812
2141557,44103 49387 29447 27966 18259 36695 39275 39276 32655 15808 2544
2203197,33540 24561 13176
2856832,21137 45007 5115
1945258,21709 22556 35221
719361,40781
1162102,47209 20114 22298 9092 22935 31717
1682227,34243 2855 5450 45066 43662 32655 26800 30489 49241
1404993,24838 11408 40604 2846 11182 28985 41787 27336 26209 31717 47209 42861 46206
1159064,17794 40706 47626 21903 47766 30391 36284 13245 42557 46667 45007 35547 48745
398380,26384 32689 27845
209218,24852 38293 47766 25890 4675 25931 17744 21462 11874 43772
2479713,2825 34448 24852 43961 8518 42585 47209 24184 4605
763845,11009 29698 46979 11777 17029 39046 46347 30994 49683 24852 19871 28703 32931 4137 24107 35628 28204 32689 43643 31683 33351 5194 23375 17616 11992 7781 20842 26346 33787
1289221,28289 40706 44548 44422 2825 21903 45073 41364 18583 47144 42972 33120 37094 39275 26604 13176 22395
1622081,39581 24701
1428941,36486 22825 37947 31564
662172,27695 41065 12456 4796 46802 35547 25931 17789 28058
1216738,3584 5535 3244 1458 16436 31676 31426 1743 29309
3206442,196 30827 8057
1184169,43789 1172 34969 6182 35503 38200 31562 19660 42585 26209 8424 13176
3377357,21513 22035 49683 19008 19019 26209 35939 21616 24184 14467 4232 21137 30353 47766 28849 39619 19660 29934 24852 38164 35132 8518 42342 44910 31605 21903 29594 27086 32734
1525796,5640 47626 21903 21137 21267 24852 38689 30639 22713 5450 43352 19057 33787
3056929,27662 11281 18296 14875 28577 27179 14381 4269 21938 10690 13649 30696 47977 38768 12914 24184 6522
154908,19977 26604 653
1702167,1924 5157 32455 6184 9397 42265 9020
346253,27655 32267 42002 2855 16048 17872 49235 19677
1519214,36869 11286 32288 28745 47766 5785 25814 8012 25949 32140 21903
1699410,49630 43209 24852 8153 35898 47643 35772 27294
1041531,28427 24852
1790473,45063 2077 20015 25659 47766 18095 4288 37065 40706 40709 40723 7963 25890 22825 40761 42828 22935 21927 28593 45007 31717
2069262,47626 45622 39275 16797 33198
251743,14467 9092 22935 9881 2078 22176 27683 2983 20392 2091 6193 18362 11712 8006 31180 12366 44632 22115 47209 31343 24561 41842 4477
2247604,16137 44449 32175
1197216,21137 47209 24184 36735
424548,11520 41890 432 30784
1413940,21137 2519 25691 34027 13176
1126334,32740 24487 47626 28427 14891 3090 10163 43154
292378,29698 21026 39527 19578 34969 38049 41643 16650 24852 28993 4970 20884 34715 14252 23005 12253 18414 47611
3223532,10369 4138 39097
985345,21137 47766 40706 26894 24852 27966 37866 8174 24561
2161680,46149 30827 12341
798621,24852 17795
2537941,19915 33198 28060
2147382,24852 31127
141382,32134 43961 48186 49610 24024 44504 32864 8174 13176
3159345,5259 13966 24852 18382
3076771,14084 39558 8710 21903 42768 24852 47766 30391 48220 26209 19562 9203 3957
1641733,11777 14852 49683 19997 18465 21573 32338 46686 40032 6244 25197 9339 39561 40631 37067 32465 37103 35628 33657 16797 46513 44487 45009 16853 42475
100449,26251 23410 24852
2896287,45066 42265 14633 35376 37687 16083 23909
2412288,39097 7963
1773080,27690 19046 19660 35628 20794 27966 25424 13176 45437
5007,11759 43154 27839
649945,15872 19208 12932 21137 24852 30489 16154 42265 44201 37417 13225 23854 48182 13629 329 8277 46820 7781 47209 39275 20851 13176
590544,18048 42368 39427 39561 5646 21137 17938 22035 25757 41375 35105 6948 45603 26790 27304 22825 14764 33198 42803 4920 30776 17600 47042 44359 17871 34126 8277 36695 343 1883 5212 22113 15592 47209 18027 47601 5876 3957 46069 13176 12409 41338
2884732,28204 44085 12863 26209 14444 12397 43154 38579 4289 37066 27395 24852 29487 13129 45930 1940
3059802,23909
1034176,23579 49235 14947 35997 18594 33468 15592 24852 44359 41842 30117 32757
1704509,44632 24852 28465 7521 23909 3957 20345 27521 21903
2385279,11777 21137 27845 16589 26369 13176 21903 47029 26604
2872310,24204 21137 47766 30391 27845 24852 39275 21903
1345597,34688 45066 44041 14992 36139 20021 26165 9411 29640 26571 23630 19678 38511 4605
2873256,8968 45840 36127 39475 26165 16611 47209
1328779,23484 31422 37317 30280 6871 43352 33000 40939 8571
2863114,46720 12036 32655 31766 7963 38881 1194 33452 27701 41565 26209 32747 10851 21616 39409 39922 23540
1675495,45066 15902 5194 31853 43122 14477 3217 21137 14996 25753 46270 6336 7969 27454 32578 8518 27521 21903 14739 22963 44479 27086 24024 8174 10749
448608,20082 21137 13176
803960,29145
1908535,2962 40386 35914
2434361,17794 21137 30391 46906 27966 30422 27104 39275
927386,31154
3158108,39581 14147 32478
706978,1541 24454 24852 3990 38185 48299 10673 37049 43199 27471 39400
683680,38689 27845 40692
164738,48642 32134 19731 31915 38739 1890 30962 13176
1446705,13512 5077 26620
1513995,13870 5479 39275 13712 29118 49610 13292
3292831,46979 21903 24852 47766 2966 16797 24489 21938 27966 46667 43086 45007 38383 5876 13176
1995943,41220 34064 47766 34969 5818 43352 26209 49520
1227870,9018 18670 17652
347647,49235 35142
2032995,22035 24799 29967 9507 28465
1124742,2086 47209 21137 28373 24852 27966 5479 21903 26620
2825153,21903 24852
1014908,3211 8859 1194 33198 46256 8174 13176
2020950,12941 22035 36011 22963 42944 19660 8277 9825 47209 11891
1144767,23719 21288 39275 9076 43352 37919
309527,26949
1334312,6583
308742,47626 6980
1932553,23044 36766 17579 41519 46642 6975 40777 49235 45268 29544 25195 15085
2105754,14233 36011 23288 13176
1608607,24852
2893677,15712 6182 33198 14233
2502598,47626 40910 18610 8859
1928482,25890 41540 29662
972870,30737 39993 48745 49281 14502 28842 16185 32605 39275 29078 16797 1979 27086 32211 39408
519231,30795 15290
1170396,47492 45066 37646 343 40545 5479 8174 19057 13176 23288 2943
335772,11777 47626 45 15424 23664 35999 6334 8383 44270 40706 28930 38739 3999 34214 24518 37845 4605
2235069,14947 19006
1527859,7681 21903 17949 42526 45007
1672674,33000 10509 28371 18615
634867,130 196 32403 6871 45051
3004253,8193 47113 47626 29244 22089 26209 141 47766 9906 43735 24852 27413 25890 12614 44910 21903 37276 20904 18362
3373862,18434 47626 19477 46667 27336 40706 24838 37646 24852 33055 15649 41787 44359 34126 35163 24933 5479 44910 21903 16797 45007 38383
1094568,4605 1463 26209 5373
2532423,11777 19478 47144 35914 35921 19057 28278 47766 28849 9934 27344 40706 42265 43295 22825 34126 9076 21903 44949 24489 5077 27104 48620
2873360,18439 5785 33452 24852 41290 10673 5566 31683
2381928,19871 41276 15948
472572,13259 20940 21137 4724 12341 8571
2155837,11777 7559 2954 4367 33043 18838 16797 15904 11046 16185 35004 27325 24125 45249 36550 27471 37733 31720 38003
3034684,27521 21137 2108
961180,32779 33295 28204 33909 19068 34969 11461 34027 44292 24852 10070 28021 21903 32655 2962 1940 16797 5025 31663 10673
3148568,5764 48007 5262 27156 40982 44439 5784 5785 2846 38827 27055 28985 23233 7673 27086 45007 36316 46437 47209 47977 47601 16249 10749
1161615,40706 45448 39275 21137 13176 47389 44795 47229 27966
2971101,41192 49198 45296
3339848,49683 29487
481289,45064 47626 32915 9387 5808 36070 23322 4920 36685 37199 8590 16797 15290 30169 33754 41453
3285249,46979 33548 20114 34969 23102 7035 33351 20842 31981 16882 24184
1109254,24852 44570 4605
1952748,17982 18792
2653890,22640 39475 8277 13176
2207693,13966 47890 49683 24852 37017 14492 37678 5038 5818 40670 29668 34023 26856 48616 42736 42356 44277 16374
473584,21573 21903 14715
1117692,47626 48140 15399 6705 7753 35951 39561 21137 11440 21174 26317 26346 13560 34050 40706 37646 7952 24852 13646 38281 21903 35750 5545 22474 31717
465144,47626 47766 19156
2057998,21288 35263 39275
1418619,47185 1826 9532 19957
3099682,21386 6182 24184
2597389,36994 27179 21292 43693 32689 31683 13544 46842
1056664,11140 14011 44636 7806
474190,47626 25138 21137 27307 27845 13176 17794 24964 21903 22935 33731
2993471,33787 2078 48679 47209 9839 19057 40571 28289 5251 27845 36082 38662 27966 25931 36695 4957 39275 13176 22935 16291 49095 33754 30169 41950 27104 10749
3318716,31651 196 32455 19660 18348 14032 30450
3107744,15976 5845 8460 24852 3381 37215
1683822,13198 5959 49235 24830
1473462,45066 48679 31288 46650 32864 14947 47209 20082 39561 17594 6348 37074 29987 22825 42300 42309 8518 49517 34163 13176 44422 21903 46992 22935 49075 18908 31717 10749
1127348,39040 41220 46979 22031 35221 20119 36126 2855 28593 49075 44632 19678 20580 42342 47209 40174 28918 23543 10749
2667934,32403 24852 2469 26172
36340,47766
2974267,24221 27966 39275 13176
108133,47626 21009 28204 2611 44632 47209 43662 18078 27845 13511 11520 18689 24852 43295 25931 13176 7051 45007 31717
593287,35613 3358 39844 43304 43183 35761 33846 16953 5819 41276 43772 35909 1235 31958 39127 32099 13944 48377 41722 18814
1880921,24852 47766 23322 16797 48199 459 17615 7026
736879,32566
1095726,33000 4149
444355,21137 39461 6184 47402 15164 39657 11759 14715 23423
753433,9092 24838 17706 5450 45007 24852 28985 12858 48057
1838810,1831 33357
462759,21903 47766 24891
1376756,44557 15902 31288 10831 8277 9825 21137 10912 162 4799 18629 24413 39877 11212 27086 49621 24024
240024,45190 10070 47977
829876,45063 48679 21137 30391 260 18696 22825 13176 10132 22935 5547 26553 41950 31717
3049930,43735 36956 8558
152048,20113
3021107,18689 5545 35951 18963 39450 33623 31770 46047
94629,33351 39032 5782 48808 1217 22282 33129 9725
675199,43352
3037771,24852 16797 28985 8424 32877 7676
1105597,30516 27117 40063
1511677,44560 15902 26209 40174
2328815,40545 49285 47526 21543 47144 21903 41588 47766 42585
1055251,33352 25272 2748 4799 26369 21267 22825 5479
187510,32553 48205 32478
1126266,21195 19660 40688 18811
3321576,45066 1103 20081 162 30391 31418 22260 27900 36165 38250 37766 21405 15273
2519486,45066 44683 21137 24852 47766 16797 24363 35138 4576 23909
1591545,47626 18234 3957
179415,5450 13176
260676,37646
2407243,8194 28233 30285 10333 3696 26236 39041 649 14488 24780 28881 38628 49381 5421 2869 36664 41272 27450 42828 12130 20330 39276 30076 37250 48527 5025 33698 39921
2984316,11777 21903 3599 22035 21009 22935 42265 29594 16797 9387 22963 41658 26298 5337 32734 27744 45537 26604 44910 38772 36735
526596,19219
1288434,21616 47626
696652,2095 38475 13936 5777 39593 35507 24800 26904 24386 35758 41910 34234 48596 5077 9175 32752 12796
1385583,9397 32478
122813,2228 11448 28985 46667 9839 10621
1214658,27156 38293 29987 24253 44765 47209 26346 8309 28156
607873,21903 24852 47144 47672 5450 35535 33120 42342 49383
3286733,34448 24852 25133 9390 30391 18362 4039 8277
3380026,24852 38944 6948 26165 5212 47209
135763,10246 8277 12384 27966 3952 3957 16759 13176 24964 21903 22935
231481,21903 35221 47766 28985 8277 14947 13176 7156
2723451,48679 11374 47766 2295 37646 21288 46906 41787 27966 21872 1408 21903 43961 39877 45007
2635127,20000 42278 46820 6892
2702145,18441 44570 48679 19508 17461 1090 22089 45646 48745 47766 9387 28849 1234 5334 13535 49383 22260 31506 35108 32557 16185 7485 31040 27521 24964 21903 36772 45007 29675 9210
497901,23405 31709 1631
